dataset,service,fault,instance,policy,budget,top1,top3,top5,avg5,full_trace_count,kept_trace_count,full_anomalous_trace_count,kept_anomalous_trace_count
RE2-TT,ts-route-service,disk,1,random,0.1,0.0,1.0,1.0,0.8,6510,3595,3239,324
RE2-TT,ts-route-service,disk,1,random,0.25,0.0,1.0,1.0,0.8,6510,4081,3239,810
RE2-TT,ts-route-service,disk,1,random,0.5,0.0,1.0,1.0,0.8,6510,4891,3239,1620
RE2-TT,ts-route-service,disk,1,random,1.0,0.0,1.0,1.0,0.8,6510,6510,3239,3239
RE2-TT,ts-route-service,disk,1,early_window,0.1,0.0,1.0,1.0,0.8,6510,3595,3239,324
RE2-TT,ts-route-service,disk,1,early_window,0.25,0.0,1.0,1.0,0.8,6510,4081,3239,810
RE2-TT,ts-route-service,disk,1,early_window,0.5,0.0,1.0,1.0,0.8,6510,4891,3239,1620
RE2-TT,ts-route-service,disk,1,early_window,1.0,0.0,1.0,1.0,0.8,6510,6510,3239,3239
RE2-TT,ts-route-service,disk,1,late_window,0.1,0.0,1.0,1.0,0.8,6510,3595,3239,324
RE2-TT,ts-route-service,disk,1,late_window,0.25,0.0,1.0,1.0,0.8,6510,4081,3239,810
RE2-TT,ts-route-service,disk,1,late_window,0.5,0.0,1.0,1.0,0.8,6510,4891,3239,1620
RE2-TT,ts-route-service,disk,1,late_window,1.0,0.0,1.0,1.0,0.8,6510,6510,3239,3239
RE2-TT,ts-route-service,loss,2,random,0.1,1.0,1.0,1.0,1.0,6553,3656,3219,322
RE2-TT,ts-route-service,loss,2,random,0.25,1.0,1.0,1.0,1.0,6553,4139,3219,805
RE2-TT,ts-route-service,loss,2,random,0.5,1.0,1.0,1.0,1.0,6553,4944,3219,1610
RE2-TT,ts-route-service,loss,2,random,1.0,1.0,1.0,1.0,1.0,6553,6553,3219,3219
RE2-TT,ts-route-service,loss,2,early_window,0.1,1.0,1.0,1.0,1.0,6553,3656,3219,322
RE2-TT,ts-route-service,loss,2,early_window,0.25,1.0,1.0,1.0,1.0,6553,4139,3219,805
RE2-TT,ts-route-service,loss,2,early_window,0.5,1.0,1.0,1.0,1.0,6553,4944,3219,1610
RE2-TT,ts-route-service,loss,2,early_window,1.0,1.0,1.0,1.0,1.0,6553,6553,3219,3219
RE2-TT,ts-route-service,loss,2,late_window,0.1,1.0,1.0,1.0,1.0,6553,3656,3219,322
RE2-TT,ts-route-service,loss,2,late_window,0.25,1.0,1.0,1.0,1.0,6553,4139,3219,805
RE2-TT,ts-route-service,loss,2,late_window,0.5,1.0,1.0,1.0,1.0,6553,4944,3219,1610
RE2-TT,ts-route-service,loss,2,late_window,1.0,1.0,1.0,1.0,1.0,6553,6553,3219,3219
RE2-TT,ts-route-service,loss,3,random,0.1,1.0,1.0,1.0,1.0,6387,3536,3168,317
RE2-TT,ts-route-service,loss,3,random,0.25,1.0,1.0,1.0,1.0,6387,4011,3168,792
RE2-TT,ts-route-service,loss,3,random,0.5,1.0,1.0,1.0,1.0,6387,4803,3168,1584
RE2-TT,ts-route-service,loss,3,random,1.0,1.0,1.0,1.0,1.0,6387,6387,3168,3168
RE2-TT,ts-route-service,loss,3,early_window,0.1,1.0,1.0,1.0,1.0,6387,3536,3168,317
RE2-TT,ts-route-service,loss,3,early_window,0.25,1.0,1.0,1.0,1.0,6387,4011,3168,792
RE2-TT,ts-route-service,loss,3,early_window,0.5,1.0,1.0,1.0,1.0,6387,4803,3168,1584
RE2-TT,ts-route-service,loss,3,early_window,1.0,1.0,1.0,1.0,1.0,6387,6387,3168,3168
RE2-TT,ts-route-service,loss,3,late_window,0.1,1.0,1.0,1.0,1.0,6387,3536,3168,317
RE2-TT,ts-route-service,loss,3,late_window,0.25,1.0,1.0,1.0,1.0,6387,4011,3168,792
RE2-TT,ts-route-service,loss,3,late_window,0.5,1.0,1.0,1.0,1.0,6387,4803,3168,1584
RE2-TT,ts-route-service,loss,3,late_window,1.0,1.0,1.0,1.0,1.0,6387,6387,3168,3168
RE2-TT,ts-route-service,mem,1,random,0.1,1.0,1.0,1.0,1.0,5698,3214,2760,276
RE2-TT,ts-route-service,mem,1,random,0.25,1.0,1.0,1.0,1.0,5698,3628,2760,690
RE2-TT,ts-route-service,mem,1,random,0.5,1.0,1.0,1.0,1.0,5698,4318,2760,1380
RE2-TT,ts-route-service,mem,1,random,1.0,1.0,1.0,1.0,1.0,5698,5698,2760,2760
RE2-TT,ts-route-service,mem,1,early_window,0.1,0.0,1.0,1.0,0.8,5698,3214,2760,276
RE2-TT,ts-route-service,mem,1,early_window,0.25,1.0,1.0,1.0,1.0,5698,3628,2760,690
RE2-TT,ts-route-service,mem,1,early_window,0.5,1.0,1.0,1.0,1.0,5698,4318,2760,1380
RE2-TT,ts-route-service,mem,1,early_window,1.0,1.0,1.0,1.0,1.0,5698,5698,2760,2760
RE2-TT,ts-route-service,mem,1,late_window,0.1,1.0,1.0,1.0,1.0,5698,3214,2760,276
RE2-TT,ts-route-service,mem,1,late_window,0.25,1.0,1.0,1.0,1.0,5698,3628,2760,690
RE2-TT,ts-route-service,mem,1,late_window,0.5,1.0,1.0,1.0,1.0,5698,4318,2760,1380
RE2-TT,ts-route-service,mem,1,late_window,1.0,1.0,1.0,1.0,1.0,5698,5698,2760,2760
RE2-TT,ts-route-service,loss,1,random,0.1,1.0,1.0,1.0,1.0,5095,3458,1819,182
RE2-TT,ts-route-service,loss,1,random,0.25,1.0,1.0,1.0,1.0,5095,3731,1819,455
RE2-TT,ts-route-service,loss,1,random,0.5,1.0,1.0,1.0,1.0,5095,4186,1819,910
RE2-TT,ts-route-service,loss,1,random,1.0,1.0,1.0,1.0,1.0,5095,5095,1819,1819
RE2-TT,ts-route-service,loss,1,early_window,0.1,1.0,1.0,1.0,1.0,5095,3458,1819,182
RE2-TT,ts-route-service,loss,1,early_window,0.25,1.0,1.0,1.0,1.0,5095,3731,1819,455
RE2-TT,ts-route-service,loss,1,early_window,0.5,1.0,1.0,1.0,1.0,5095,4186,1819,910
RE2-TT,ts-route-service,loss,1,early_window,1.0,1.0,1.0,1.0,1.0,5095,5095,1819,1819
RE2-TT,ts-route-service,loss,1,late_window,0.1,1.0,1.0,1.0,1.0,5095,3458,1819,182
RE2-TT,ts-route-service,loss,1,late_window,0.25,1.0,1.0,1.0,1.0,5095,3731,1819,455
RE2-TT,ts-route-service,loss,1,late_window,0.5,1.0,1.0,1.0,1.0,5095,4186,1819,910
RE2-TT,ts-route-service,loss,1,late_window,1.0,1.0,1.0,1.0,1.0,5095,5095,1819,1819
RE2-TT,ts-route-service,mem,2,random,0.1,1.0,1.0,1.0,1.0,6378,3572,3118,312
RE2-TT,ts-route-service,mem,2,random,0.25,1.0,1.0,1.0,1.0,6378,4040,3118,780
RE2-TT,ts-route-service,mem,2,random,0.5,1.0,1.0,1.0,1.0,6378,4819,3118,1559
RE2-TT,ts-route-service,mem,2,random,1.0,1.0,1.0,1.0,1.0,6378,6378,3118,3118
RE2-TT,ts-route-service,mem,2,early_window,0.1,1.0,1.0,1.0,1.0,6378,3572,3118,312
RE2-TT,ts-route-service,mem,2,early_window,0.25,1.0,1.0,1.0,1.0,6378,4040,3118,780
RE2-TT,ts-route-service,mem,2,early_window,0.5,1.0,1.0,1.0,1.0,6378,4819,3118,1559
RE2-TT,ts-route-service,mem,2,early_window,1.0,1.0,1.0,1.0,1.0,6378,6378,3118,3118
RE2-TT,ts-route-service,mem,2,late_window,0.1,1.0,1.0,1.0,1.0,6378,3572,3118,312
RE2-TT,ts-route-service,mem,2,late_window,0.25,1.0,1.0,1.0,1.0,6378,4040,3118,780
RE2-TT,ts-route-service,mem,2,late_window,0.5,1.0,1.0,1.0,1.0,6378,4819,3118,1559
RE2-TT,ts-route-service,mem,2,late_window,1.0,1.0,1.0,1.0,1.0,6378,6378,3118,3118
RE2-TT,ts-route-service,mem,3,random,0.1,1.0,1.0,1.0,1.0,6408,3569,3155,316
RE2-TT,ts-route-service,mem,3,random,0.25,1.0,1.0,1.0,1.0,6408,4042,3155,789
RE2-TT,ts-route-service,mem,3,random,0.5,1.0,1.0,1.0,1.0,6408,4831,3155,1578
RE2-TT,ts-route-service,mem,3,random,1.0,1.0,1.0,1.0,1.0,6408,6408,3155,3155
RE2-TT,ts-route-service,mem,3,early_window,0.1,1.0,1.0,1.0,1.0,6408,3569,3155,316
RE2-TT,ts-route-service,mem,3,early_window,0.25,1.0,1.0,1.0,1.0,6408,4042,3155,789
RE2-TT,ts-route-service,mem,3,early_window,0.5,1.0,1.0,1.0,1.0,6408,4831,3155,1578
RE2-TT,ts-route-service,mem,3,early_window,1.0,1.0,1.0,1.0,1.0,6408,6408,3155,3155
RE2-TT,ts-route-service,mem,3,late_window,0.1,1.0,1.0,1.0,1.0,6408,3569,3155,316
RE2-TT,ts-route-service,mem,3,late_window,0.25,1.0,1.0,1.0,1.0,6408,4042,3155,789
RE2-TT,ts-route-service,mem,3,late_window,0.5,1.0,1.0,1.0,1.0,6408,4831,3155,1578
RE2-TT,ts-route-service,mem,3,late_window,1.0,1.0,1.0,1.0,1.0,6408,6408,3155,3155
RE2-TT,ts-route-service,socket,2,random,0.1,1.0,1.0,1.0,1.0,6565,3582,3314,331
RE2-TT,ts-route-service,socket,2,random,0.25,1.0,1.0,1.0,1.0,6565,4079,3314,828
RE2-TT,ts-route-service,socket,2,random,0.5,1.0,1.0,1.0,1.0,6565,4908,3314,1657
RE2-TT,ts-route-service,socket,2,random,1.0,1.0,1.0,1.0,1.0,6565,6565,3314,3314
RE2-TT,ts-route-service,socket,2,early_window,0.1,1.0,1.0,1.0,1.0,6565,3582,3314,331
RE2-TT,ts-route-service,socket,2,early_window,0.25,1.0,1.0,1.0,1.0,6565,4079,3314,828
RE2-TT,ts-route-service,socket,2,early_window,0.5,1.0,1.0,1.0,1.0,6565,4908,3314,1657
RE2-TT,ts-route-service,socket,2,early_window,1.0,1.0,1.0,1.0,1.0,6565,6565,3314,3314
RE2-TT,ts-route-service,socket,2,late_window,0.1,0.0,0.0,0.0,0.0,6565,3582,3314,331
RE2-TT,ts-route-service,socket,2,late_window,0.25,0.0,0.0,0.0,0.0,6565,4079,3314,828
RE2-TT,ts-route-service,socket,2,late_window,0.5,0.0,1.0,1.0,0.6,6565,4908,3314,1657
RE2-TT,ts-route-service,socket,2,late_window,1.0,1.0,1.0,1.0,1.0,6565,6565,3314,3314
RE2-TT,ts-route-service,socket,3,random,0.1,1.0,1.0,1.0,1.0,6515,3687,3142,314
RE2-TT,ts-route-service,socket,3,random,0.25,1.0,1.0,1.0,1.0,6515,4159,3142,786
RE2-TT,ts-route-service,socket,3,random,0.5,1.0,1.0,1.0,1.0,6515,4944,3142,1571
RE2-TT,ts-route-service,socket,3,random,1.0,1.0,1.0,1.0,1.0,6515,6515,3142,3142
RE2-TT,ts-route-service,socket,3,early_window,0.1,1.0,1.0,1.0,1.0,6515,3687,3142,314
RE2-TT,ts-route-service,socket,3,early_window,0.25,1.0,1.0,1.0,1.0,6515,4159,3142,786
RE2-TT,ts-route-service,socket,3,early_window,0.5,1.0,1.0,1.0,1.0,6515,4944,3142,1571
RE2-TT,ts-route-service,socket,3,early_window,1.0,1.0,1.0,1.0,1.0,6515,6515,3142,3142
RE2-TT,ts-route-service,socket,3,late_window,0.1,1.0,1.0,1.0,1.0,6515,3687,3142,314
RE2-TT,ts-route-service,socket,3,late_window,0.25,1.0,1.0,1.0,1.0,6515,4159,3142,786
RE2-TT,ts-route-service,socket,3,late_window,0.5,1.0,1.0,1.0,1.0,6515,4944,3142,1571
RE2-TT,ts-route-service,socket,3,late_window,1.0,1.0,1.0,1.0,1.0,6515,6515,3142,3142
RE2-TT,ts-route-service,socket,1,random,0.1,0.0,1.0,1.0,0.8,6338,3566,3080,308
RE2-TT,ts-route-service,socket,1,random,0.25,0.0,1.0,1.0,0.8,6338,4028,3080,770
RE2-TT,ts-route-service,socket,1,random,0.5,0.0,1.0,1.0,0.8,6338,4798,3080,1540
RE2-TT,ts-route-service,socket,1,random,1.0,0.0,1.0,1.0,0.8,6338,6338,3080,3080
RE2-TT,ts-route-service,socket,1,early_window,0.1,0.0,1.0,1.0,0.8,6338,3566,3080,308
RE2-TT,ts-route-service,socket,1,early_window,0.25,0.0,1.0,1.0,0.8,6338,4028,3080,770
RE2-TT,ts-route-service,socket,1,early_window,0.5,0.0,1.0,1.0,0.8,6338,4798,3080,1540
RE2-TT,ts-route-service,socket,1,early_window,1.0,0.0,1.0,1.0,0.8,6338,6338,3080,3080
RE2-TT,ts-route-service,socket,1,late_window,0.1,0.0,1.0,1.0,0.8,6338,3566,3080,308
RE2-TT,ts-route-service,socket,1,late_window,0.25,0.0,1.0,1.0,0.8,6338,4028,3080,770
RE2-TT,ts-route-service,socket,1,late_window,0.5,0.0,1.0,1.0,0.8,6338,4798,3080,1540
RE2-TT,ts-route-service,socket,1,late_window,1.0,0.0,1.0,1.0,0.8,6338,6338,3080,3080
RE2-TT,ts-train-service,cpu,2,random,0.1,1.0,1.0,1.0,1.0,6629,3656,3303,330
RE2-TT,ts-train-service,cpu,2,random,0.25,1.0,1.0,1.0,1.0,6629,4152,3303,826
RE2-TT,ts-train-service,cpu,2,random,0.5,1.0,1.0,1.0,1.0,6629,4978,3303,1652
RE2-TT,ts-train-service,cpu,2,random,1.0,1.0,1.0,1.0,1.0,6629,6629,3303,3303
RE2-TT,ts-train-service,cpu,2,early_window,0.1,1.0,1.0,1.0,1.0,6629,3656,3303,330
RE2-TT,ts-train-service,cpu,2,early_window,0.25,1.0,1.0,1.0,1.0,6629,4152,3303,826
RE2-TT,ts-train-service,cpu,2,early_window,0.5,1.0,1.0,1.0,1.0,6629,4978,3303,1652
RE2-TT,ts-train-service,cpu,2,early_window,1.0,1.0,1.0,1.0,1.0,6629,6629,3303,3303
RE2-TT,ts-train-service,cpu,2,late_window,0.1,1.0,1.0,1.0,1.0,6629,3656,3303,330
RE2-TT,ts-train-service,cpu,2,late_window,0.25,1.0,1.0,1.0,1.0,6629,4152,3303,826
RE2-TT,ts-train-service,cpu,2,late_window,0.5,1.0,1.0,1.0,1.0,6629,4978,3303,1652
RE2-TT,ts-train-service,cpu,2,late_window,1.0,1.0,1.0,1.0,1.0,6629,6629,3303,3303
RE2-TT,ts-train-service,cpu,1,random,0.1,1.0,1.0,1.0,1.0,6567,3634,3259,326
RE2-TT,ts-train-service,cpu,1,random,0.25,1.0,1.0,1.0,1.0,6567,4123,3259,815
RE2-TT,ts-train-service,cpu,1,random,0.5,1.0,1.0,1.0,1.0,6567,4938,3259,1630
RE2-TT,ts-train-service,cpu,1,random,1.0,1.0,1.0,1.0,1.0,6567,6567,3259,3259
RE2-TT,ts-train-service,cpu,1,early_window,0.1,1.0,1.0,1.0,1.0,6567,3634,3259,326
RE2-TT,ts-train-service,cpu,1,early_window,0.25,1.0,1.0,1.0,1.0,6567,4123,3259,815
RE2-TT,ts-train-service,cpu,1,early_window,0.5,1.0,1.0,1.0,1.0,6567,4938,3259,1630
RE2-TT,ts-train-service,cpu,1,early_window,1.0,1.0,1.0,1.0,1.0,6567,6567,3259,3259
RE2-TT,ts-train-service,cpu,1,late_window,0.1,1.0,1.0,1.0,1.0,6567,3634,3259,326
RE2-TT,ts-train-service,cpu,1,late_window,0.25,1.0,1.0,1.0,1.0,6567,4123,3259,815
RE2-TT,ts-train-service,cpu,1,late_window,0.5,1.0,1.0,1.0,1.0,6567,4938,3259,1630
RE2-TT,ts-train-service,cpu,1,late_window,1.0,1.0,1.0,1.0,1.0,6567,6567,3259,3259
RE2-TT,ts-train-service,cpu,3,random,0.1,1.0,1.0,1.0,1.0,6685,3701,3316,332
RE2-TT,ts-train-service,cpu,3,random,0.25,1.0,1.0,1.0,1.0,6685,4198,3316,829
RE2-TT,ts-train-service,cpu,3,random,0.5,1.0,1.0,1.0,1.0,6685,5027,3316,1658
RE2-TT,ts-train-service,cpu,3,random,1.0,1.0,1.0,1.0,1.0,6685,6685,3316,3316
RE2-TT,ts-train-service,cpu,3,early_window,0.1,1.0,1.0,1.0,1.0,6685,3701,3316,332
RE2-TT,ts-train-service,cpu,3,early_window,0.25,1.0,1.0,1.0,1.0,6685,4198,3316,829
RE2-TT,ts-train-service,cpu,3,early_window,0.5,1.0,1.0,1.0,1.0,6685,5027,3316,1658
RE2-TT,ts-train-service,cpu,3,early_window,1.0,1.0,1.0,1.0,1.0,6685,6685,3316,3316
RE2-TT,ts-train-service,cpu,3,late_window,0.1,1.0,1.0,1.0,1.0,6685,3701,3316,332
RE2-TT,ts-train-service,cpu,3,late_window,0.25,1.0,1.0,1.0,1.0,6685,4198,3316,829
RE2-TT,ts-train-service,cpu,3,late_window,0.5,1.0,1.0,1.0,1.0,6685,5027,3316,1658
RE2-TT,ts-train-service,cpu,3,late_window,1.0,1.0,1.0,1.0,1.0,6685,6685,3316,3316
RE2-TT,ts-train-service,delay,2,random,0.1,1.0,1.0,1.0,1.0,5785,3581,2449,245
RE2-TT,ts-train-service,delay,2,random,0.25,1.0,1.0,1.0,1.0,5785,3948,2449,612
RE2-TT,ts-train-service,delay,2,random,0.5,1.0,1.0,1.0,1.0,5785,4560,2449,1224
RE2-TT,ts-train-service,delay,2,random,1.0,1.0,1.0,1.0,1.0,5785,5785,2449,2449
RE2-TT,ts-train-service,delay,2,early_window,0.1,1.0,1.0,1.0,1.0,5785,3581,2449,245
RE2-TT,ts-train-service,delay,2,early_window,0.25,1.0,1.0,1.0,1.0,5785,3948,2449,612
RE2-TT,ts-train-service,delay,2,early_window,0.5,1.0,1.0,1.0,1.0,5785,4560,2449,1224
RE2-TT,ts-train-service,delay,2,early_window,1.0,1.0,1.0,1.0,1.0,5785,5785,2449,2449
RE2-TT,ts-train-service,delay,2,late_window,0.1,1.0,1.0,1.0,1.0,5785,3581,2449,245
RE2-TT,ts-train-service,delay,2,late_window,0.25,1.0,1.0,1.0,1.0,5785,3948,2449,612
RE2-TT,ts-train-service,delay,2,late_window,0.5,1.0,1.0,1.0,1.0,5785,4560,2449,1224
RE2-TT,ts-train-service,delay,2,late_window,1.0,1.0,1.0,1.0,1.0,5785,5785,2449,2449
RE2-TT,ts-train-service,delay,3,random,0.1,1.0,1.0,1.0,1.0,5885,3668,2463,246
RE2-TT,ts-train-service,delay,3,random,0.25,1.0,1.0,1.0,1.0,5885,4038,2463,616
RE2-TT,ts-train-service,delay,3,random,0.5,1.0,1.0,1.0,1.0,5885,4654,2463,1232
RE2-TT,ts-train-service,delay,3,random,1.0,1.0,1.0,1.0,1.0,5885,5885,2463,2463
RE2-TT,ts-train-service,delay,3,early_window,0.1,1.0,1.0,1.0,1.0,5885,3668,2463,246
RE2-TT,ts-train-service,delay,3,early_window,0.25,1.0,1.0,1.0,1.0,5885,4038,2463,616
RE2-TT,ts-train-service,delay,3,early_window,0.5,1.0,1.0,1.0,1.0,5885,4654,2463,1232
RE2-TT,ts-train-service,delay,3,early_window,1.0,1.0,1.0,1.0,1.0,5885,5885,2463,2463
RE2-TT,ts-train-service,delay,3,late_window,0.1,1.0,1.0,1.0,1.0,5885,3668,2463,246
RE2-TT,ts-train-service,delay,3,late_window,0.25,1.0,1.0,1.0,1.0,5885,4038,2463,616
RE2-TT,ts-train-service,delay,3,late_window,0.5,1.0,1.0,1.0,1.0,5885,4654,2463,1232
RE2-TT,ts-train-service,delay,3,late_window,1.0,1.0,1.0,1.0,1.0,5885,5885,2463,2463
RE2-TT,ts-train-service,delay,1,random,0.1,1.0,1.0,1.0,1.0,5765,3554,2457,246
RE2-TT,ts-train-service,delay,1,random,0.25,1.0,1.0,1.0,1.0,5765,3922,2457,614
RE2-TT,ts-train-service,delay,1,random,0.5,1.0,1.0,1.0,1.0,5765,4536,2457,1228
RE2-TT,ts-train-service,delay,1,random,1.0,1.0,1.0,1.0,1.0,5765,5765,2457,2457
RE2-TT,ts-train-service,delay,1,early_window,0.1,1.0,1.0,1.0,1.0,5765,3554,2457,246
RE2-TT,ts-train-service,delay,1,early_window,0.25,1.0,1.0,1.0,1.0,5765,3922,2457,614
RE2-TT,ts-train-service,delay,1,early_window,0.5,1.0,1.0,1.0,1.0,5765,4536,2457,1228
RE2-TT,ts-train-service,delay,1,early_window,1.0,1.0,1.0,1.0,1.0,5765,5765,2457,2457
RE2-TT,ts-train-service,delay,1,late_window,0.1,1.0,1.0,1.0,1.0,5765,3554,2457,246
RE2-TT,ts-train-service,delay,1,late_window,0.25,1.0,1.0,1.0,1.0,5765,3922,2457,614
RE2-TT,ts-train-service,delay,1,late_window,0.5,1.0,1.0,1.0,1.0,5765,4536,2457,1228
RE2-TT,ts-train-service,delay,1,late_window,1.0,1.0,1.0,1.0,1.0,5765,5765,2457,2457
RE2-TT,ts-train-service,disk,1,random,0.1,1.0,1.0,1.0,1.0,6707,3716,3323,332
RE2-TT,ts-train-service,disk,1,random,0.25,1.0,1.0,1.0,1.0,6707,4215,3323,831
RE2-TT,ts-train-service,disk,1,random,0.5,1.0,1.0,1.0,1.0,6707,5046,3323,1662
RE2-TT,ts-train-service,disk,1,random,1.0,1.0,1.0,1.0,1.0,6707,6707,3323,3323
RE2-TT,ts-train-service,disk,1,early_window,0.1,1.0,1.0,1.0,1.0,6707,3716,3323,332
RE2-TT,ts-train-service,disk,1,early_window,0.25,1.0,1.0,1.0,1.0,6707,4215,3323,831
RE2-TT,ts-train-service,disk,1,early_window,0.5,1.0,1.0,1.0,1.0,6707,5046,3323,1662
RE2-TT,ts-train-service,disk,1,early_window,1.0,1.0,1.0,1.0,1.0,6707,6707,3323,3323
RE2-TT,ts-train-service,disk,1,late_window,0.1,1.0,1.0,1.0,1.0,6707,3716,3323,332
RE2-TT,ts-train-service,disk,1,late_window,0.25,1.0,1.0,1.0,1.0,6707,4215,3323,831
RE2-TT,ts-train-service,disk,1,late_window,0.5,1.0,1.0,1.0,1.0,6707,5046,3323,1662
RE2-TT,ts-train-service,disk,1,late_window,1.0,1.0,1.0,1.0,1.0,6707,6707,3323,3323
RE2-TT,ts-train-service,disk,2,random,0.1,1.0,1.0,1.0,1.0,6627,3661,3296,330
RE2-TT,ts-train-service,disk,2,random,0.25,1.0,1.0,1.0,1.0,6627,4155,3296,824
RE2-TT,ts-train-service,disk,2,random,0.5,1.0,1.0,1.0,1.0,6627,4979,3296,1648
RE2-TT,ts-train-service,disk,2,random,1.0,1.0,1.0,1.0,1.0,6627,6627,3296,3296
RE2-TT,ts-train-service,disk,2,early_window,0.1,1.0,1.0,1.0,1.0,6627,3661,3296,330
RE2-TT,ts-train-service,disk,2,early_window,0.25,1.0,1.0,1.0,1.0,6627,4155,3296,824
RE2-TT,ts-train-service,disk,2,early_window,0.5,1.0,1.0,1.0,1.0,6627,4979,3296,1648
RE2-TT,ts-train-service,disk,2,early_window,1.0,1.0,1.0,1.0,1.0,6627,6627,3296,3296
RE2-TT,ts-train-service,disk,2,late_window,0.1,1.0,1.0,1.0,1.0,6627,3661,3296,330
RE2-TT,ts-train-service,disk,2,late_window,0.25,1.0,1.0,1.0,1.0,6627,4155,3296,824
RE2-TT,ts-train-service,disk,2,late_window,0.5,1.0,1.0,1.0,1.0,6627,4979,3296,1648
RE2-TT,ts-train-service,disk,2,late_window,1.0,1.0,1.0,1.0,1.0,6627,6627,3296,3296
RE2-TT,ts-train-service,disk,3,random,0.1,1.0,1.0,1.0,1.0,6705,3732,3303,330
RE2-TT,ts-train-service,disk,3,random,0.25,1.0,1.0,1.0,1.0,6705,4228,3303,826
RE2-TT,ts-train-service,disk,3,random,0.5,1.0,1.0,1.0,1.0,6705,5054,3303,1652
RE2-TT,ts-train-service,disk,3,random,1.0,1.0,1.0,1.0,1.0,6705,6705,3303,3303
RE2-TT,ts-train-service,disk,3,early_window,0.1,1.0,1.0,1.0,1.0,6705,3732,3303,330
RE2-TT,ts-train-service,disk,3,early_window,0.25,1.0,1.0,1.0,1.0,6705,4228,3303,826
RE2-TT,ts-train-service,disk,3,early_window,0.5,1.0,1.0,1.0,1.0,6705,5054,3303,1652
RE2-TT,ts-train-service,disk,3,early_window,1.0,1.0,1.0,1.0,1.0,6705,6705,3303,3303
RE2-TT,ts-train-service,disk,3,late_window,0.1,1.0,1.0,1.0,1.0,6705,3732,3303,330
RE2-TT,ts-train-service,disk,3,late_window,0.25,1.0,1.0,1.0,1.0,6705,4228,3303,826
RE2-TT,ts-train-service,disk,3,late_window,0.5,1.0,1.0,1.0,1.0,6705,5054,3303,1652
RE2-TT,ts-train-service,disk,3,late_window,1.0,1.0,1.0,1.0,1.0,6705,6705,3303,3303
RE2-TT,ts-train-service,loss,1,random,0.1,1.0,1.0,1.0,1.0,7394,4159,3594,359
RE2-TT,ts-train-service,loss,1,random,0.25,1.0,1.0,1.0,1.0,7394,4698,3594,898
RE2-TT,ts-train-service,loss,1,random,0.5,1.0,1.0,1.0,1.0,7394,5597,3594,1797
RE2-TT,ts-train-service,loss,1,random,1.0,1.0,1.0,1.0,1.0,7394,7394,3594,3594
RE2-TT,ts-train-service,loss,1,early_window,0.1,1.0,1.0,1.0,1.0,7394,4159,3594,359
RE2-TT,ts-train-service,loss,1,early_window,0.25,1.0,1.0,1.0,1.0,7394,4698,3594,898
RE2-TT,ts-train-service,loss,1,early_window,0.5,1.0,1.0,1.0,1.0,7394,5597,3594,1797
RE2-TT,ts-train-service,loss,1,early_window,1.0,1.0,1.0,1.0,1.0,7394,7394,3594,3594
RE2-TT,ts-train-service,loss,1,late_window,0.1,1.0,1.0,1.0,1.0,7394,4159,3594,359
RE2-TT,ts-train-service,loss,1,late_window,0.25,1.0,1.0,1.0,1.0,7394,4698,3594,898
RE2-TT,ts-train-service,loss,1,late_window,0.5,1.0,1.0,1.0,1.0,7394,5597,3594,1797
RE2-TT,ts-train-service,loss,1,late_window,1.0,1.0,1.0,1.0,1.0,7394,7394,3594,3594
RE2-TT,ts-train-service,loss,2,random,0.1,1.0,1.0,1.0,1.0,6469,3617,3169,317
RE2-TT,ts-train-service,loss,2,random,0.25,1.0,1.0,1.0,1.0,6469,4092,3169,792
RE2-TT,ts-train-service,loss,2,random,0.5,1.0,1.0,1.0,1.0,6469,4884,3169,1584
RE2-TT,ts-train-service,loss,2,random,1.0,1.0,1.0,1.0,1.0,6469,6469,3169,3169
RE2-TT,ts-train-service,loss,2,early_window,0.1,1.0,1.0,1.0,1.0,6469,3617,3169,317
RE2-TT,ts-train-service,loss,2,early_window,0.25,1.0,1.0,1.0,1.0,6469,4092,3169,792
RE2-TT,ts-train-service,loss,2,early_window,0.5,1.0,1.0,1.0,1.0,6469,4884,3169,1584
RE2-TT,ts-train-service,loss,2,early_window,1.0,1.0,1.0,1.0,1.0,6469,6469,3169,3169
RE2-TT,ts-train-service,loss,2,late_window,0.1,1.0,1.0,1.0,1.0,6469,3617,3169,317
RE2-TT,ts-train-service,loss,2,late_window,0.25,1.0,1.0,1.0,1.0,6469,4092,3169,792
RE2-TT,ts-train-service,loss,2,late_window,0.5,1.0,1.0,1.0,1.0,6469,4884,3169,1584
RE2-TT,ts-train-service,loss,2,late_window,1.0,1.0,1.0,1.0,1.0,6469,6469,3169,3169
RE2-TT,ts-train-service,loss,3,random,0.1,1.0,1.0,1.0,1.0,6516,3657,3177,318
RE2-TT,ts-train-service,loss,3,random,0.25,1.0,1.0,1.0,1.0,6516,4133,3177,794
RE2-TT,ts-train-service,loss,3,random,0.5,1.0,1.0,1.0,1.0,6516,4927,3177,1588
RE2-TT,ts-train-service,loss,3,random,1.0,1.0,1.0,1.0,1.0,6516,6516,3177,3177
RE2-TT,ts-train-service,loss,3,early_window,0.1,1.0,1.0,1.0,1.0,6516,3657,3177,318
RE2-TT,ts-train-service,loss,3,early_window,0.25,1.0,1.0,1.0,1.0,6516,4133,3177,794
